"JOB_ID";"Agency";"Posting_Type";"Number_Of_Positions";"Civil_Service_Title";"Job_Category";"Full_Time_Part_Time_Indicator";"Career_Level";"Work_Location";"Posting_Date";"Salary_Brackets"
633030;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"4/10/2024";"$ 65 000 - $ 75 000"
556927;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PUBLIC HEALTH SANITARIAN";"Health";"Full-Time";"Experienced (non-manager)";"Wards Island, N.Y.";"10/25/2022";"$ 75 000 - $ 85 000"
698136;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUMMER GRADUATE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/20/2025";"$ 35 000 - $ 45 000"
540271;"DEPT OF ENVIRONMENT PROTECTION";"External";2;"INSTRUMENTATION SPECIALIST";"Building Operations & Maintanence";"Full-Time";"Entry-Level";"356 Flushing Ave, Brooklyn";"7/16/2022";"$ 55 000 - $ 65 000"
709326;"OFFICE OF EMERGENCY MANAGEMENT";"Internal";1;"EMERGENCY PREPAREDNESS SPECIAL";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"165 Cadman Plaza East";"5/9/2025";"$ 65 000 - $ 75 000"
712082;"HUMAN RIGHTS COMMISSION";"External";2;"AGENCY ATTORNEY INTERNE";"Legal Affairs";"Full-Time";"Entry-Level";"22 Reade St, Ny";"4/22/2025";"$ 75 000 - $ 85 000"
714091;"DEPT OF CITYWIDE ADMIN SVCS";"Internal";2;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"1 Centre St., N.Y.";"5/8/2025";"$ 85 000 -$ 100 000"
642680;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"STOCK WORKER";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"260 Eleventh Ave., N.Y.";"7/17/2024";"$ 35 000 - $ 45 000"
714191;"TECHNOLOGY & INNOVATION";"Internal";1;"TELECOMMUNICATION MANAGER";"Technology, Data & Innovation";"Full-Time";"Manager";"2 Metro Tech";"5/9/2025";"More than $ 140 000"
694564;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"375 Pearl Street";"3/12/2025";"$ 65 000 - $ 75 000"
694717;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH NURSE";"Health";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"12/26/2024";"$ 85 000 -$ 100 000"
688014;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"11/12/2024";"$ 65 000 - $ 75 000"
637694;"DEPARTMENT OF TRANSPORTATION";"External";1;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"6/5/2024";"$ 65 000 - $ 75 000"
709542;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/3/2025";"$ 120 000 - $ 140 000"
544512;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ADMINISTRATIVE ENGINEER";"Building Operations & Maintanence";"Full-Time";"Manager";"356 Flushing Ave, Brooklyn";"8/9/2022";"More than $ 140 000"
714665;"CONSUMER AND WORKER PROTECTION";"Internal";1;"CLERICAL ASSOCIATE";"Communications & Intergovernmental Affairs";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"5/20/2025";"$ 55 000 - $ 65 000"
638762;"DEPT OF DESIGN & CONSTRUCTION";"External";3;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"6/21/2024";"$ 85 000 -$ 100 000"
709487;"DEPT OF HEALTH/MENTAL HYGIENE";"External";4;"PUBLIC HEALTH SANITARIAN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"4/3/2025";"$ 45 000 - $ 55 000"
689230;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"ADMINISTRATIVE SUPERVISOR OF B";"Health";"Full-Time";"Manager";"34-33 Junction Blvd Queens";"1/7/2025";"$ 75 000 - $ 85 000"
709101;"DEPARTMENT FOR THE AGING";"Internal";1;"SUPERVISING THERAPIST";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"5/2/2025";"$ 75 000 - $ 85 000"
681259;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMMUNITY COORDINATOR";"Communications & Intergovernmental Affairs";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"9/23/2024";"$ 65 000 - $ 75 000"
712673;"DEPT OF ENVIRONMENT PROTECTION";"Internal";3;"MACHINIST";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"5/13/2025";"Less than $ 30 000"
715267;"OFFICE OF CRIMINAL JUSTICE";"Internal";2;"EXECUTIVE AGENCY COUNSEL";"Legal Affairs";"Full-Time";"Manager";"253 Broadway New York Ny";"5/20/2025";"More than $ 140 000"
693275;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Part Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"2/28/2025";"Less than $ 30 000"
692423;"BRONX DISTRICT ATTORNEY";"External";2;"COMMUNITY ASSOCIATE";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"12/9/2024";"$ 45 000 - $ 55 000"
713399;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMPUTER ASSOC (OPERATIONS)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"5/2/2025";"$ 75 000 - $ 85 000"
711815;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"ELECTRICAL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"5/19/2025";"$ 65 000 - $ 75 000"
646291;"DEPT OF ENVIRONMENT PROTECTION";"Internal";4;"AIR POLLUTION INSPECTOR";"Green Jobs";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"9/10/2024";"$ 45 000 - $ 55 000"
699759;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"SUMMER GRADUATE INTERN";"Administration & Human Resources";"Full-Time";"Student";"59-17 Junction Blvd Corona Ny";"2/20/2025";"$ 35 000 - $ 45 000"
711276;"DEPARTMENT FOR THE AGING";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"5/23/2025";"$ 75 000 - $ 85 000"
699605;"DEPARTMENT OF TRANSPORTATION";"External";1;"ADMINISTRATIVE STAFF ANALYST";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"1/23/2025";"More than $ 140 000"
635188;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/5/2024";"$ 65 000 - $ 75 000"
639840;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE STAFF ANALYST (";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"7/30/2024";"$ 120 000 - $ 140 000"
697951;"DEPARTMENT OF TRANSPORTATION";"External";1;"ACCOUNTANT";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"34-02 Queens Boulevard Long Is";"2/5/2025";"$ 100 000 - $ 120 000"
714632;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"5/19/2025";"$ 85 000 -$ 100 000"
705458;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";3;"PUBLIC HEALTH SANITARIAN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"3/4/2025";"$ 45 000 - $ 55 000"
711689;"DEPARTMENT OF CITY PLANNING";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"120 Broadway, New York, NY";"4/22/2025";"$ 75 000 - $ 85 000"
714448;"CONSUMER AND WORKER PROTECTION";"Internal";1;"ASSISTANT TO THE COMMISSIONER";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"5/13/2025";"$ 85 000 -$ 100 000"
687043;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ACCOUNTANT";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"4/1/2025";"$ 55 000 - $ 65 000"
695943;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH ASSISTANT (SCHOO";"Health";"Part Time";"Entry-Level";"120-34 Queens Blvd, Kew Garden";"1/3/2025";"Less than $ 30 000"
642021;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CHEMICAL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"465 Columbus Ave. Valhalla, Ny";"8/21/2024";"$ 65 000 - $ 75 000"
710771;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"4/16/2025";"$ 65 000 - $ 75 000"
694607;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH NURSE";"Health";"Full-Time";"Experienced (non-manager)";"120-34 Queens Blvd, Kew Garden";"12/26/2024";"$ 85 000 -$ 100 000"
709533;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"4/1/2025";"$ 75 000 - $ 85 000"
695872;"BRONX DISTRICT ATTORNEY";"Internal";1;"ADMINISTRATIVE MANAGER";"Legal Affairs";"Full-Time";"Manager";"198 E161St Street Bronx N.Y.";"12/31/2024";"More than $ 140 000"
689049;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"11/18/2024";"$ 65 000 - $ 75 000"
701670;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE STAFF ANALYST";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"2/11/2025";"More than $ 140 000"
706062;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ADM CONSTRUCTION PRJ MGR-NM";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"3/7/2025";"$ 100 000 - $ 120 000"
709984;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE JOB OPPORTUNITY";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"95 Evergreen Ave Brooklyn";"4/4/2025";"$ 85 000 -$ 100 000"
699791;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"SURVEYOR";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"1/30/2025";"$ 75 000 - $ 85 000"
711374;"DEPARTMENT OF TRANSPORTATION";"External";1;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"34-02 Queens Boulevard Long Is";"4/24/2025";"$ 85 000 -$ 100 000"
709789;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"SOCIAL WORKER";"Health";"Full-Time";"Experienced (non-manager)";"34-33 Junction Blvd Queens";"4/21/2025";"$ 65 000 - $ 75 000"
574823;"DEPARTMENT OF TRANSPORTATION";"External";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"2/22/2023";"$ 120 000 - $ 140 000"
690850;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"ECONOMIST";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"2/5/2025";"$ 65 000 - $ 75 000"
705435;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH ADVISER (SCHOOL";"Health";"Part Time";"Experienced (non-manager)";"30-48 Linden Place";"3/5/2025";"Less than $ 30 000"
568289;"DEPARTMENT OF TRANSPORTATION";"Internal";3;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"55 Water St Ny Ny";"1/10/2023";"$ 55 000 - $ 65 000"
635369;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ADMIN ARCHITECT (NON MGRL) M-1";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"5/7/2024";"$ 100 000 - $ 120 000"
688736;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"465 Columbus Ave. Valhalla, Ny";"12/23/2024";"$ 65 000 - $ 75 000"
713274;"HOUSING PRESERVATION & DVLPMNT";"External";1;"ASSISTANT ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/2/2025";"$ 65 000 - $ 75 000"
714876;"TAXI & LIMOUSINE COMMISSION";"External";2;"COMMUNITY ASSOCIATE";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"31-00 47 Ave, 3 FL, LIC NY";"5/16/2025";"$ 65 000 - $ 75 000"
694510;"DEPARTMENT OF CORRECTION";"External";1;"IT PROJECT SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"75-20 Astoria Blvd";"12/19/2024";"More than $ 140 000"
681929;"DEPT OF DESIGN & CONSTRUCTION";"External";4;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"9/27/2024";"$ 65 000 - $ 75 000"
591019;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CITY RESEARCH SCIENTIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"7/14/2023";"$ 85 000 -$ 100 000"
700500;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"34-33 Junction Blvd Queens";"1/31/2025";"$ 75 000 - $ 85 000"
702148;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH ADVISER";"Health";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"2/11/2025";"$ 55 000 - $ 65 000"
702252;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Social Services";"Full-Time";"Experienced (non-manager)";"132 W 125Th St., N.Y.";"2/12/2025";"$ 75 000 - $ 85 000"
704576;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"3/13/2025";"$ 120 000 - $ 140 000"
686285;"DEPT OF YOUTH & COMM DEV SRVS";"Internal";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"4/7/2025";"$ 85 000 -$ 100 000"
693146;"DEPARTMENT OF CITY PLANNING";"External";2;"COMPUTER SPECIALIST (SOFTWARE)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"120 Broadway, New York, NY";"12/20/2024";"$ 120 000 - $ 140 000"
681364;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"9/23/2024";"$ 85 000 -$ 100 000"
682370;"BRONX DISTRICT ATTORNEY";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Manager";"851 Grand Concourse, Bronx";"9/30/2024";"$ 85 000 -$ 100 000"
689769;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ASSOCIATE STAFF ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"11/22/2024";"$ 85 000 -$ 100 000"
691033;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"POISON INFORMATION SPECIALIST";"Health";"Full-Time";"Experienced (non-manager)";"455 First Ave., N.Y.";"12/12/2024";"$ 120 000 - $ 140 000"
713761;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"PROJECT MANAGER INTERN#";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"777 Third Avenue";"5/9/2025";"$ 65 000 - $ 75 000"
706646;"DEPARTMENT OF TRANSPORTATION";"External";1;"CONFIDENTIAL STRATEGY PLANNER";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/9/2025";"$ 100 000 - $ 120 000"
697522;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE INVESTIGATOR (N";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"890 Garrison Avenue";"1/10/2025";"$ 75 000 - $ 85 000"
644723;"LAW DEPARTMENT";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"100 Church St., N.Y.";"8/1/2024";"$ 45 000 - $ 55 000"
715166;"DEPARTMENT OF TRANSPORTATION";"External";1;"TRANSPORTATION SPECIALIST";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"58-50 57 Road, Maspeth, N.Y.";"5/21/2025";"$ 120 000 - $ 140 000"
648222;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";5;"PUBLIC HEALTH SANITARIAN";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"8/22/2024";"$ 45 000 - $ 55 000"
648277;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"GARDENER";"Health";"Full-Time";"Experienced (non-manager)";"78-88 Park Drive East QueensNY";"8/22/2024";"$ 65 000 - $ 75 000"
679705;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"455 First Ave., N.Y.";"9/24/2024";"$ 65 000 - $ 75 000"
693100;"FIRE DEPARTMENT";"Internal";1;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"9 Metrotech Center, Brooklyn N";"12/16/2024";"$ 120 000 - $ 140 000"
707875;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"3/19/2025";"$ 100 000 - $ 120 000"
709531;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"PUBLIC HEALTH EMERGENCY PREPAR";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/3/2025";"$ 75 000 - $ 85 000"
687472;"DEPARTMENT OF TRANSPORTATION";"External";1;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"11/15/2024";"$ 85 000 -$ 100 000"
598782;"DEPT OF ENVIRONMENT PROTECTION";"External";2;"CHIEF MARINE ENGINEER (DIESEL)";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"Wards Island, N.Y.";"10/6/2023";"$ 85 000 -$ 100 000"
631628;"DEPT OF CITYWIDE ADMIN SVCS";"Internal";1;"ELEVATOR MECHANIC";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"350 Marconi Street, Bronx, NY";"4/10/2025";"Less than $ 30 000"
702890;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"465 Columbus Ave. Valhalla, Ny";"2/18/2025";"$ 35 000 - $ 45 000"
709007;"CULTURAL AFFAIRS";"External";1;"SUMMER GRADUATE INTERN";"Constituent Services and Community Programs";"Part Time";"Student";"31 Chambers St., N.Y.";"4/23/2025";"Less than $ 30 000"
598615;"BRONX DISTRICT ATTORNEY";"External";2;"ASSISTANT DISTRICT ATTORNEY (S";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"8/14/2023";"More than $ 140 000"
683454;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH ADVISER";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"10/9/2024";"$ 55 000 - $ 65 000"
692453;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"STAFF ANALYST";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"12/17/2024";"$ 75 000 - $ 85 000"
642261;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"7/12/2024";"$ 65 000 - $ 75 000"
705435;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"PUBLIC HEALTH ADVISER (SCHOOL";"Health";"Part Time";"Experienced (non-manager)";"30-48 Linden Place";"3/6/2025";"Less than $ 30 000"
692687;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"12/10/2024";"$ 65 000 - $ 75 000"
602060;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE STAFF ANALYST (";"Social Services";"Full-Time";"Experienced (non-manager)";"253 Broadway New York Ny";"9/19/2023";"$ 85 000 -$ 100 000"
705663;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"TELECOMMUNICATIONS ASSOCIATE (";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"260 Eleventh Ave., N.Y.";"3/5/2025";"$ 85 000 -$ 100 000"
709670;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"PUBLIC HEALTH ADVISER";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/3/2025";"$ 55 000 - $ 65 000"
644723;"LAW DEPARTMENT";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"100 Church St., N.Y.";"8/1/2024";"$ 45 000 - $ 55 000"
685675;"DEPARTMENT OF TRANSPORTATION";"External";1;"TRANSPORTATION SPECIALIST";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"10/29/2024";"$ 120 000 - $ 140 000"
711665;"DISTRICT ATTORNEY-MANHATTAN";"External";1;"COMMUNITY ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"1 Hogan Pl./100 Centre St., N.";"4/18/2025";"$ 45 000 - $ 55 000"
705212;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"3/3/2025";"$ 85 000 -$ 100 000"
